,Unnamed: 0,country_or_area,commodity_transaction,year,unit,quantity,category,commodity,transaction,wide_category
262426,855320,Lithuania,Electricity - total nuclear production,1992,"Kilowatt-hours, million",14638.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262427,855346,Netherlands,Electricity - total nuclear production,2014,"Kilowatt-hours, million",4091.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262428,855347,Netherlands,Electricity - total nuclear production,2013,"Kilowatt-hours, million",2891.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262429,855348,Netherlands,Electricity - total nuclear production,2012,"Kilowatt-hours, million",3915.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262430,855349,Netherlands,Electricity - total nuclear production,2011,"Kilowatt-hours, million",4141.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262431,855350,Netherlands,Electricity - total nuclear production,2010,"Kilowatt-hours, million",3969.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262432,855351,Netherlands,Electricity - total nuclear production,2009,"Kilowatt-hours, million",4248.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262433,855352,Netherlands,Electricity - total nuclear production,2008,"Kilowatt-hours, million",4169.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262434,855353,Netherlands,Electricity - total nuclear production,2007,"Kilowatt-hours, million",4200.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262435,855354,Netherlands,Electricity - total nuclear production,2006,"Kilowatt-hours, million",3469.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262436,855355,Netherlands,Electricity - total nuclear production,2005,"Kilowatt-hours, million",3997.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262437,855356,Netherlands,Electricity - total nuclear production,2004,"Kilowatt-hours, million",3822.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262438,855357,Netherlands,Electricity - total nuclear production,2003,"Kilowatt-hours, million",4018.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262439,855358,Netherlands,Electricity - total nuclear production,2002,"Kilowatt-hours, million",3915.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262440,855359,Netherlands,Electricity - total nuclear production,2001,"Kilowatt-hours, million",3976.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262441,855360,Netherlands,Electricity - total nuclear production,2000,"Kilowatt-hours, million",3926.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262442,855361,Netherlands,Electricity - total nuclear production,1999,"Kilowatt-hours, million",3832.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262443,855362,Netherlands,Electricity - total nuclear production,1998,"Kilowatt-hours, million",3814.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262444,855363,Netherlands,Electricity - total nuclear production,1997,"Kilowatt-hours, million",2408.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262445,855364,Netherlands,Electricity - total nuclear production,1996,"Kilowatt-hours, million",4160.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262446,855365,Netherlands,Electricity - total nuclear production,1995,"Kilowatt-hours, million",4018.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262447,855366,Netherlands,Electricity - total nuclear production,1994,"Kilowatt-hours, million",3967.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262448,855367,Netherlands,Electricity - total nuclear production,1993,"Kilowatt-hours, million",3948.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262449,855368,Netherlands,Electricity - total nuclear production,1992,"Kilowatt-hours, million",3800.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262450,855369,Netherlands,Electricity - total nuclear production,1991,"Kilowatt-hours, million",3329.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262451,855370,Netherlands,Electricity - total nuclear production,1990,"Kilowatt-hours, million",3502.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262452,855421,Romania,Electricity - total nuclear production,2014,"Kilowatt-hours, million",11676.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262453,855422,Romania,Electricity - total nuclear production,2013,"Kilowatt-hours, million",11618.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262454,855423,Romania,Electricity - total nuclear production,2012,"Kilowatt-hours, million",11466.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262455,855424,Romania,Electricity - total nuclear production,2011,"Kilowatt-hours, million",11747.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262456,855425,Romania,Electricity - total nuclear production,2010,"Kilowatt-hours, million",11623.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262457,855426,Romania,Electricity - total nuclear production,2009,"Kilowatt-hours, million",11752.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262458,855427,Romania,Electricity - total nuclear production,2008,"Kilowatt-hours, million",11226.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262459,855428,Romania,Electricity - total nuclear production,2007,"Kilowatt-hours, million",7709.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262460,855429,Romania,Electricity - total nuclear production,2006,"Kilowatt-hours, million",5632.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262461,855430,Romania,Electricity - total nuclear production,2005,"Kilowatt-hours, million",5555.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262462,855431,Romania,Electricity - total nuclear production,2004,"Kilowatt-hours, million",5548.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262463,855432,Romania,Electricity - total nuclear production,2003,"Kilowatt-hours, million",4906.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262464,855433,Romania,Electricity - total nuclear production,2002,"Kilowatt-hours, million",5513.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262465,855434,Romania,Electricity - total nuclear production,2001,"Kilowatt-hours, million",5446.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262466,855435,Romania,Electricity - total nuclear production,2000,"Kilowatt-hours, million",5456.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262467,855436,Romania,Electricity - total nuclear production,1999,"Kilowatt-hours, million",5198.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262468,855437,Romania,Electricity - total nuclear production,1998,"Kilowatt-hours, million",5307.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262469,855438,Romania,Electricity - total nuclear production,1997,"Kilowatt-hours, million",5400.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262470,855439,Romania,Electricity - total nuclear production,1996,"Kilowatt-hours, million",1386.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262471,855463,Slovakia,Electricity - total nuclear production,2014,"Kilowatt-hours, million",15499.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262472,855464,Slovakia,Electricity - total nuclear production,2013,"Kilowatt-hours, million",15720.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262473,855465,Slovakia,Electricity - total nuclear production,2012,"Kilowatt-hours, million",15495.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262474,855466,Slovakia,Electricity - total nuclear production,2011,"Kilowatt-hours, million",15411.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262475,855467,Slovakia,Electricity - total nuclear production,2010,"Kilowatt-hours, million",14574.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262476,855468,Slovakia,Electricity - total nuclear production,2009,"Kilowatt-hours, million",14081.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262477,855469,Slovakia,Electricity - total nuclear production,2008,"Kilowatt-hours, million",16703.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262478,855470,Slovakia,Electricity - total nuclear production,2007,"Kilowatt-hours, million",15334.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262479,855471,Slovakia,Electricity - total nuclear production,2006,"Kilowatt-hours, million",18012.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262480,855472,Slovakia,Electricity - total nuclear production,2005,"Kilowatt-hours, million",17727.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262481,855473,Slovakia,Electricity - total nuclear production,2004,"Kilowatt-hours, million",17026.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262482,855474,Slovakia,Electricity - total nuclear production,2003,"Kilowatt-hours, million",17864.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262483,855475,Slovakia,Electricity - total nuclear production,2002,"Kilowatt-hours, million",17953.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262484,855476,Slovakia,Electricity - total nuclear production,2001,"Kilowatt-hours, million",17103.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262485,855477,Slovakia,Electricity - total nuclear production,2000,"Kilowatt-hours, million",16494.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262486,855478,Slovakia,Electricity - total nuclear production,1999,"Kilowatt-hours, million",13117.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262487,855479,Slovakia,Electricity - total nuclear production,1998,"Kilowatt-hours, million",11394.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262488,855480,Slovakia,Electricity - total nuclear production,1997,"Kilowatt-hours, million",11073.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262489,855481,Slovakia,Electricity - total nuclear production,1996,"Kilowatt-hours, million",11249.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262490,855482,Slovakia,Electricity - total nuclear production,1995,"Kilowatt-hours, million",11437.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262491,855483,Slovakia,Electricity - total nuclear production,1994,"Kilowatt-hours, million",12595.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262492,855484,Slovakia,Electricity - total nuclear production,1993,"Kilowatt-hours, million",11486.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262493,855485,Slovakia,Electricity - total nuclear production,1992,"Kilowatt-hours, million",11050.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262494,855486,Slovenia,Electricity - total nuclear production,2014,"Kilowatt-hours, million",6370.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262495,855487,Slovenia,Electricity - total nuclear production,2013,"Kilowatt-hours, million",5300.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262496,855488,Slovenia,Electricity - total nuclear production,2012,"Kilowatt-hours, million",5528.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262497,855489,Slovenia,Electricity - total nuclear production,2011,"Kilowatt-hours, million",6215.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262498,855490,Slovenia,Electricity - total nuclear production,2010,"Kilowatt-hours, million",5657.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262499,855491,Slovenia,Electricity - total nuclear production,2009,"Kilowatt-hours, million",5739.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262500,855492,Slovenia,Electricity - total nuclear production,2008,"Kilowatt-hours, million",6273.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262501,855493,Slovenia,Electricity - total nuclear production,2007,"Kilowatt-hours, million",5695.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262502,855494,Slovenia,Electricity - total nuclear production,2006,"Kilowatt-hours, million",5548.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262503,855495,Slovenia,Electricity - total nuclear production,2005,"Kilowatt-hours, million",5884.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262504,855496,Slovenia,Electricity - total nuclear production,2004,"Kilowatt-hours, million",5459.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262505,855497,Slovenia,Electricity - total nuclear production,2003,"Kilowatt-hours, million",5207.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262506,855498,Slovenia,Electricity - total nuclear production,2002,"Kilowatt-hours, million",5528.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262507,855499,Slovenia,Electricity - total nuclear production,2001,"Kilowatt-hours, million",5257.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262508,855500,Slovenia,Electricity - total nuclear production,2000,"Kilowatt-hours, million",4761.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262509,855501,Slovenia,Electricity - total nuclear production,1999,"Kilowatt-hours, million",4696.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262510,855502,Slovenia,Electricity - total nuclear production,1998,"Kilowatt-hours, million",5042.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262511,855503,Slovenia,Electricity - total nuclear production,1997,"Kilowatt-hours, million",5019.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262512,855504,Slovenia,Electricity - total nuclear production,1996,"Kilowatt-hours, million",4647.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262513,855505,Slovenia,Electricity - total nuclear production,1995,"Kilowatt-hours, million",4779.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262514,855506,Slovenia,Electricity - total nuclear production,1994,"Kilowatt-hours, million",4609.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262515,855507,Slovenia,Electricity - total nuclear production,1993,"Kilowatt-hours, million",3956.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262516,855508,Slovenia,Electricity - total nuclear production,1992,"Kilowatt-hours, million",3971.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262517,855534,Spain,Electricity - total nuclear production,2014,"Kilowatt-hours, million",57305.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262518,855535,Spain,Electricity - total nuclear production,2013,"Kilowatt-hours, million",56726.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262519,855536,Spain,Electricity - total nuclear production,2012,"Kilowatt-hours, million",61470.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262520,855537,Spain,Electricity - total nuclear production,2011,"Kilowatt-hours, million",57718.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262521,855538,Spain,Electricity - total nuclear production,2010,"Kilowatt-hours, million",61990.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262522,855539,Spain,Electricity - total nuclear production,2009,"Kilowatt-hours, million",52761.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262523,855540,Spain,Electricity - total nuclear production,2008,"Kilowatt-hours, million",58973.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262524,855541,Spain,Electricity - total nuclear production,2007,"Kilowatt-hours, million",55103.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262525,855542,Spain,Electricity - total nuclear production,2006,"Kilowatt-hours, million",60126.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262526,855543,Spain,Electricity - total nuclear production,2005,"Kilowatt-hours, million",57539.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262527,855544,Spain,Electricity - total nuclear production,2004,"Kilowatt-hours, million",63606.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262528,855545,Spain,Electricity - total nuclear production,2003,"Kilowatt-hours, million",61875.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262529,855546,Spain,Electricity - total nuclear production,2002,"Kilowatt-hours, million",63016.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262530,855547,Spain,Electricity - total nuclear production,2001,"Kilowatt-hours, million",63708.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262531,855548,Spain,Electricity - total nuclear production,2000,"Kilowatt-hours, million",62206.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262532,855549,Spain,Electricity - total nuclear production,1999,"Kilowatt-hours, million",58852.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262533,855550,Spain,Electricity - total nuclear production,1998,"Kilowatt-hours, million",58993.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262534,855551,Spain,Electricity - total nuclear production,1997,"Kilowatt-hours, million",55298.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262535,855552,Spain,Electricity - total nuclear production,1996,"Kilowatt-hours, million",56330.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262536,855553,Spain,Electricity - total nuclear production,1995,"Kilowatt-hours, million",55455.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262537,855554,Spain,Electricity - total nuclear production,1994,"Kilowatt-hours, million",55313.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262538,855555,Spain,Electricity - total nuclear production,1993,"Kilowatt-hours, million",56060.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262539,855556,Spain,Electricity - total nuclear production,1992,"Kilowatt-hours, million",55782.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262540,855557,Spain,Electricity - total nuclear production,1991,"Kilowatt-hours, million",55578.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262541,855558,Spain,Electricity - total nuclear production,1990,"Kilowatt-hours, million",54268.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262542,855559,Sweden,Electricity - total nuclear production,2014,"Kilowatt-hours, million",64877.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262543,855560,Sweden,Electricity - total nuclear production,2013,"Kilowatt-hours, million",66457.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262544,855561,Sweden,Electricity - total nuclear production,2012,"Kilowatt-hours, million",64037.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262545,855562,Sweden,Electricity - total nuclear production,2011,"Kilowatt-hours, million",60475.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262546,855563,Sweden,Electricity - total nuclear production,2010,"Kilowatt-hours, million",57828.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262547,855564,Sweden,Electricity - total nuclear production,2009,"Kilowatt-hours, million",52173.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262548,855565,Sweden,Electricity - total nuclear production,2008,"Kilowatt-hours, million",63889.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262549,855566,Sweden,Electricity - total nuclear production,2007,"Kilowatt-hours, million",66969.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262550,855567,Sweden,Electricity - total nuclear production,2006,"Kilowatt-hours, million",66977.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262551,855568,Sweden,Electricity - total nuclear production,2005,"Kilowatt-hours, million",72377.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262552,855569,Sweden,Electricity - total nuclear production,2004,"Kilowatt-hours, million",77486.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262553,855570,Sweden,Electricity - total nuclear production,2003,"Kilowatt-hours, million",67415.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262554,855571,Sweden,Electricity - total nuclear production,2002,"Kilowatt-hours, million",68111.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262555,855572,Sweden,Electricity - total nuclear production,2001,"Kilowatt-hours, million",72109.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262556,855573,Sweden,Electricity - total nuclear production,2000,"Kilowatt-hours, million",57316.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262557,855574,Sweden,Electricity - total nuclear production,1999,"Kilowatt-hours, million",73188.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262558,855575,Sweden,Electricity - total nuclear production,1998,"Kilowatt-hours, million",73583.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262559,855576,Sweden,Electricity - total nuclear production,1997,"Kilowatt-hours, million",69928.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262560,855577,Sweden,Electricity - total nuclear production,1996,"Kilowatt-hours, million",74274.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262561,855578,Sweden,Electricity - total nuclear production,1995,"Kilowatt-hours, million",69935.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262562,855579,Sweden,Electricity - total nuclear production,1994,"Kilowatt-hours, million",73156.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262563,855580,Sweden,Electricity - total nuclear production,1993,"Kilowatt-hours, million",61395.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262564,855581,Sweden,Electricity - total nuclear production,1992,"Kilowatt-hours, million",63544.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262565,855582,Sweden,Electricity - total nuclear production,1991,"Kilowatt-hours, million",76761.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262566,855583,Sweden,Electricity - total nuclear production,1990,"Kilowatt-hours, million",68185.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262567,855632,United Kingdom,Electricity - total nuclear production,2014,"Kilowatt-hours, million",63748.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262568,855633,United Kingdom,Electricity - total nuclear production,2013,"Kilowatt-hours, million",70607.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262569,855634,United Kingdom,Electricity - total nuclear production,2012,"Kilowatt-hours, million",70405.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262570,855635,United Kingdom,Electricity - total nuclear production,2011,"Kilowatt-hours, million",68980.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262571,855636,United Kingdom,Electricity - total nuclear production,2010,"Kilowatt-hours, million",62140.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262572,855637,United Kingdom,Electricity - total nuclear production,2009,"Kilowatt-hours, million",69098.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262573,855638,United Kingdom,Electricity - total nuclear production,2008,"Kilowatt-hours, million",52486.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262574,855639,United Kingdom,Electricity - total nuclear production,2007,"Kilowatt-hours, million",63028.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262575,855640,United Kingdom,Electricity - total nuclear production,2006,"Kilowatt-hours, million",75451.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262576,855641,United Kingdom,Electricity - total nuclear production,2005,"Kilowatt-hours, million",81618.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262577,855642,United Kingdom,Electricity - total nuclear production,2004,"Kilowatt-hours, million",79999.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262578,855643,United Kingdom,Electricity - total nuclear production,2003,"Kilowatt-hours, million",88686.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262579,855644,United Kingdom,Electricity - total nuclear production,2002,"Kilowatt-hours, million",87848.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262580,855645,United Kingdom,Electricity - total nuclear production,2001,"Kilowatt-hours, million",90094.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262581,855646,United Kingdom,Electricity - total nuclear production,2000,"Kilowatt-hours, million",85063.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262582,855647,United Kingdom,Electricity - total nuclear production,1999,"Kilowatt-hours, million",95133.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262583,855648,United Kingdom,Electricity - total nuclear production,1998,"Kilowatt-hours, million",99486.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262584,855649,United Kingdom,Electricity - total nuclear production,1997,"Kilowatt-hours, million",98146.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262585,855650,United Kingdom,Electricity - total nuclear production,1996,"Kilowatt-hours, million",94671.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262586,855651,United Kingdom,Electricity - total nuclear production,1995,"Kilowatt-hours, million",88964.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262587,855652,United Kingdom,Electricity - total nuclear production,1994,"Kilowatt-hours, million",88282.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262588,855653,United Kingdom,Electricity - total nuclear production,1993,"Kilowatt-hours, million",89353.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262589,855654,United Kingdom,Electricity - total nuclear production,1992,"Kilowatt-hours, million",76807.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262590,855655,United Kingdom,Electricity - total nuclear production,1991,"Kilowatt-hours, million",70543.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
262591,855656,United Kingdom,Electricity - total nuclear production,1990,"Kilowatt-hours, million",65749.0,nuclear_electricity,Electricity,total nuclear production,Nuclear
326377,1025779,Austria,Electricity - total solar production,2014,"Kilowatt-hours, million",785.0,solar_electricity,Electricity,total solar production,Green
326378,1025780,Austria,Electricity - total solar production,2013,"Kilowatt-hours, million",582.0,solar_electricity,Electricity,total solar production,Green
326379,1025781,Austria,Electricity - total solar production,2012,"Kilowatt-hours, million",337.0,solar_electricity,Electricity,total solar production,Green
326380,1025782,Austria,Electricity - total solar production,2011,"Kilowatt-hours, million",174.0,solar_electricity,Electricity,total solar production,Green
326381,1025783,Austria,Electricity - total solar production,2010,"Kilowatt-hours, million",89.0,solar_electricity,Electricity,total solar production,Green
326382,1025784,Austria,Electricity - total solar production,2009,"Kilowatt-hours, million",49.0,solar_electricity,Electricity,total solar production,Green
326383,1025785,Austria,Electricity - total solar production,2008,"Kilowatt-hours, million",30.0,solar_electricity,Electricity,total solar production,Green
326384,1025786,Austria,Electricity - total solar production,2007,"Kilowatt-hours, million",24.0,solar_electricity,Electricity,total solar production,Green
326385,1025787,Austria,Electricity - total solar production,2006,"Kilowatt-hours, million",22.0,solar_electricity,Electricity,total solar production,Green
326386,1025788,Austria,Electricity - total solar production,2005,"Kilowatt-hours, million",21.0,solar_electricity,Electricity,total solar production,Green
326387,1025789,Austria,Electricity - total solar production,2004,"Kilowatt-hours, million",18.0,solar_electricity,Electricity,total solar production,Green
326388,1025790,Austria,Electricity - total solar production,2003,"Kilowatt-hours, million",15.0,solar_electricity,Electricity,total solar production,Green
326389,1025791,Austria,Electricity - total solar production,2002,"Kilowatt-hours, million",9.0,solar_electricity,Electricity,total solar production,Green
326390,1025792,Austria,Electricity - total solar production,2001,"Kilowatt-hours, million",5.0,solar_electricity,Electricity,total solar production,Green
326391,1025793,Austria,Electricity - total solar production,2000,"Kilowatt-hours, million",3.0,solar_electricity,Electricity,total solar production,Green
326392,1025794,Austria,Electricity - total solar production,1999,"Kilowatt-hours, million",2.0,solar_electricity,Electricity,total solar production,Green
326393,1025795,Austria,Electricity - total solar production,1998,"Kilowatt-hours, million",2.0,solar_electricity,Electricity,total solar production,Green
326394,1025796,Austria,Electricity - total solar production,1997,"Kilowatt-hours, million",2.0,solar_electricity,Electricity,total solar production,Green
326395,1025797,Austria,Electricity - total solar production,1996,"Kilowatt-hours, million",1.0,solar_electricity,Electricity,total solar production,Green
326396,1025798,Austria,Electricity - total solar production,1995,"Kilowatt-hours, million",1.0,solar_electricity,Electricity,total solar production,Green
326397,1025799,Austria,Electricity - total solar production,1994,"Kilowatt-hours, million",1.0,solar_electricity,Electricity,total solar production,Green
326398,1025800,Austria,Electricity - total solar production,1993,"Kilowatt-hours, million",1.0,solar_electricity,Electricity,total solar production,Green
326399,1025806,Belgium,Electricity - total solar production,2014,"Kilowatt-hours, million",2883.0,solar_electricity,Electricity,total solar production,Green
326400,1025807,Belgium,Electricity - total solar production,2013,"Kilowatt-hours, million",2644.0,solar_electricity,Electricity,total solar production,Green
326401,1025808,Belgium,Electricity - total solar production,2012,"Kilowatt-hours, million",2148.0,solar_electricity,Electricity,total solar production,Green
326402,1025809,Belgium,Electricity - total solar production,2011,"Kilowatt-hours, million",1169.0,solar_electricity,Electricity,total solar production,Green
326403,1025810,Belgium,Electricity - total solar production,2010,"Kilowatt-hours, million",560.0,solar_electricity,Electricity,total solar production,Green
326404,1025811,Belgium,Electricity - total solar production,2009,"Kilowatt-hours, million",166.0,solar_electricity,Electricity,total solar production,Green
326405,1025812,Belgium,Electricity - total solar production,2008,"Kilowatt-hours, million",42.0,solar_electricity,Electricity,total solar production,Green
326406,1025813,Belgium,Electricity - total solar production,2007,"Kilowatt-hours, million",6.0,solar_electricity,Electricity,total solar production,Green
326407,1025814,Belgium,Electricity - total solar production,2006,"Kilowatt-hours, million",2.0,solar_electricity,Electricity,total solar production,Green
326408,1025815,Belgium,Electricity - total solar production,2005,"Kilowatt-hours, million",1.0,solar_electricity,Electricity,total solar production,Green
326409,1025816,Belgium,Electricity - total solar production,2004,"Kilowatt-hours, million",1.0,solar_electricity,Electricity,total solar production,Green
