,Unnamed: 0,country_or_area,commodity_transaction,year,unit,quantity,category,commodity,transaction,wide_category
329121,1034343,Hungary,Electricity - total thermal production,2011,"Kilowatt-hours, million",19485.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329122,1034344,Hungary,Electricity - total thermal production,2010,"Kilowatt-hours, million",20887.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329123,1034345,Hungary,Electricity - total thermal production,2009,"Kilowatt-hours, million",19922.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329124,1034346,Hungary,Electricity - total thermal production,2008,"Kilowatt-hours, million",24788.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329125,1034347,Hungary,Electricity - total thermal production,2007,"Kilowatt-hours, million",24963.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329126,1034348,Hungary,Electricity - total thermal production,2006,"Kilowatt-hours, million",22169.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329127,1034349,Hungary,Electricity - total thermal production,2005,"Kilowatt-hours, million",21710.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329128,1034350,Hungary,Electricity - total thermal production,2004,"Kilowatt-hours, million",21582.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329129,1034351,Hungary,Electricity - total thermal production,2003,"Kilowatt-hours, million",22957.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329130,1034352,Hungary,Electricity - total thermal production,2002,"Kilowatt-hours, million",22009.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329131,1034353,Hungary,Electricity - total thermal production,2001,"Kilowatt-hours, million",22102.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329132,1034354,Hungary,Electricity - total thermal production,2000,"Kilowatt-hours, million",20833.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329133,1034355,Hungary,Electricity - total thermal production,1999,"Kilowatt-hours, million",23555.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329134,1034356,Hungary,Electricity - total thermal production,1998,"Kilowatt-hours, million",23086.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329135,1034357,Hungary,Electricity - total thermal production,1997,"Kilowatt-hours, million",21213.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329136,1034358,Hungary,Electricity - total thermal production,1996,"Kilowatt-hours, million",20703.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329137,1034359,Hungary,Electricity - total thermal production,1995,"Kilowatt-hours, million",19829.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329138,1034360,Hungary,Electricity - total thermal production,1994,"Kilowatt-hours, million",19305.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329139,1034361,Hungary,Electricity - total thermal production,1993,"Kilowatt-hours, million",18953.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329140,1034362,Hungary,Electricity - total thermal production,1992,"Kilowatt-hours, million",17563.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329141,1034363,Hungary,Electricity - total thermal production,1991,"Kilowatt-hours, million",16043.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329142,1034364,Hungary,Electricity - total thermal production,1990,"Kilowatt-hours, million",14527.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329143,1034490,Ireland,Electricity - total thermal production,2014,"Kilowatt-hours, million",20185.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329144,1034491,Ireland,Electricity - total thermal production,2013,"Kilowatt-hours, million",20655.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329145,1034492,Ireland,Electricity - total thermal production,2012,"Kilowatt-hours, million",22575.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329146,1034493,Ireland,Electricity - total thermal production,2011,"Kilowatt-hours, million",22386.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329147,1034494,Ireland,Electricity - total thermal production,2010,"Kilowatt-hours, million",25094.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329148,1034495,Ireland,Electricity - total thermal production,2009,"Kilowatt-hours, million",24101.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329149,1034496,Ireland,Electricity - total thermal production,2008,"Kilowatt-hours, million",26529.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329150,1034497,Ireland,Electricity - total thermal production,2007,"Kilowatt-hours, million",25222.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329151,1034498,Ireland,Electricity - total thermal production,2006,"Kilowatt-hours, million",24770.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329152,1034499,Ireland,Electricity - total thermal production,2005,"Kilowatt-hours, million",23883.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329153,1034500,Ireland,Electricity - total thermal production,2004,"Kilowatt-hours, million",23930.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329154,1034501,Ireland,Electricity - total thermal production,2003,"Kilowatt-hours, million",23809.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329155,1034502,Ireland,Electricity - total thermal production,2002,"Kilowatt-hours, million",23543.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329156,1034503,Ireland,Electricity - total thermal production,2001,"Kilowatt-hours, million",23702.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329157,1034504,Ireland,Electricity - total thermal production,2000,"Kilowatt-hours, million",22583.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329158,1034505,Ireland,Electricity - total thermal production,1999,"Kilowatt-hours, million",20732.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329159,1034506,Ireland,Electricity - total thermal production,1998,"Kilowatt-hours, million",19793.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329160,1034507,Ireland,Electricity - total thermal production,1997,"Kilowatt-hours, million",18961.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329161,1034508,Ireland,Electricity - total thermal production,1996,"Kilowatt-hours, million",18184.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329162,1034509,Ireland,Electricity - total thermal production,1995,"Kilowatt-hours, million",16875.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329163,1034510,Ireland,Electricity - total thermal production,1994,"Kilowatt-hours, million",15889.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329164,1034511,Ireland,Electricity - total thermal production,1993,"Kilowatt-hours, million",15369.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329165,1034512,Ireland,Electricity - total thermal production,1992,"Kilowatt-hours, million",14958.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329166,1034513,Ireland,Electricity - total thermal production,1991,"Kilowatt-hours, million",14184.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329167,1034514,Ireland,Electricity - total thermal production,1990,"Kilowatt-hours, million",13532.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329168,1034553,Italy,Electricity - total thermal production,2014,"Kilowatt-hours, million",175510.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329169,1034554,Italy,Electricity - total thermal production,2013,"Kilowatt-hours, million",192237.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329170,1034555,Italy,Electricity - total thermal production,2012,"Kilowatt-hours, million",216811.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329171,1034556,Italy,Electricity - total thermal production,2011,"Kilowatt-hours, million",227711.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329172,1034557,Italy,Electricity - total thermal production,2010,"Kilowatt-hours, million",230472.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329173,1034558,Italy,Electricity - total thermal production,2009,"Kilowatt-hours, million",226033.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329174,1034559,Italy,Electricity - total thermal production,2008,"Kilowatt-hours, million",260414.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329175,1034560,Italy,Electricity - total thermal production,2007,"Kilowatt-hours, million",264744.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329176,1034561,Italy,Electricity - total thermal production,2006,"Kilowatt-hours, million",261137.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329177,1034562,Italy,Electricity - total thermal production,2005,"Kilowatt-hours, million",251958.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329178,1034563,Italy,Electricity - total thermal production,2004,"Kilowatt-hours, million",245176.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329179,1034564,Italy,Electricity - total thermal production,2003,"Kilowatt-hours, million",241897.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329180,1034565,Italy,Electricity - total thermal production,2002,"Kilowatt-hours, million",231158.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329181,1034566,Italy,Electricity - total thermal production,2001,"Kilowatt-hours, million",218557.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329182,1034567,Italy,Electricity - total thermal production,2000,"Kilowatt-hours, million",219670.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329183,1034568,Italy,Electricity - total thermal production,1999,"Kilowatt-hours, million",208410.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329184,1034569,Italy,Electricity - total thermal production,1998,"Kilowatt-hours, million",207247.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329185,1034570,Italy,Electricity - total thermal production,1997,"Kilowatt-hours, million",200196.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329186,1034571,Italy,Electricity - total thermal production,1996,"Kilowatt-hours, million",193207.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329187,1034572,Italy,Electricity - total thermal production,1995,"Kilowatt-hours, million",195755.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329188,1034573,Italy,Electricity - total thermal production,1994,"Kilowatt-hours, million",180343.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329189,1034574,Italy,Electricity - total thermal production,1993,"Kilowatt-hours, million",174285.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329190,1034575,Italy,Electricity - total thermal production,1992,"Kilowatt-hours, million",176685.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329191,1034576,Italy,Electricity - total thermal production,1991,"Kilowatt-hours, million",173020.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329192,1034577,Italy,Electricity - total thermal production,1990,"Kilowatt-hours, million",178293.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329193,1034873,Latvia,Electricity - total thermal production,2014,"Kilowatt-hours, million",3006.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329194,1034874,Latvia,Electricity - total thermal production,2013,"Kilowatt-hours, million",3177.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329195,1034875,Latvia,Electricity - total thermal production,2012,"Kilowatt-hours, million",2346.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329196,1034876,Latvia,Electricity - total thermal production,2011,"Kilowatt-hours, million",3137.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329197,1034877,Latvia,Electricity - total thermal production,2010,"Kilowatt-hours, million",3058.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329198,1034878,Latvia,Electricity - total thermal production,2009,"Kilowatt-hours, million",2062.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329199,1034879,Latvia,Electricity - total thermal production,2008,"Kilowatt-hours, million",2106.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329200,1034880,Latvia,Electricity - total thermal production,2007,"Kilowatt-hours, million",1985.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329201,1034881,Latvia,Electricity - total thermal production,2006,"Kilowatt-hours, million",2147.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329202,1034882,Latvia,Electricity - total thermal production,2005,"Kilowatt-hours, million",1533.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329203,1034883,Latvia,Electricity - total thermal production,2004,"Kilowatt-hours, million",1531.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329204,1034884,Latvia,Electricity - total thermal production,2003,"Kilowatt-hours, million",1661.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329205,1034885,Latvia,Electricity - total thermal production,2002,"Kilowatt-hours, million",1501.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329206,1034886,Latvia,Electricity - total thermal production,2001,"Kilowatt-hours, million",1443.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329207,1034887,Latvia,Electricity - total thermal production,2000,"Kilowatt-hours, million",1313.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329208,1034888,Latvia,Electricity - total thermal production,1999,"Kilowatt-hours, million",1351.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329209,1034889,Latvia,Electricity - total thermal production,1998,"Kilowatt-hours, million",1479.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329210,1034890,Latvia,Electricity - total thermal production,1997,"Kilowatt-hours, million",1548.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329211,1034891,Latvia,Electricity - total thermal production,1996,"Kilowatt-hours, million",1263.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329212,1034892,Latvia,Electricity - total thermal production,1995,"Kilowatt-hours, million",1042.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329213,1034893,Latvia,Electricity - total thermal production,1994,"Kilowatt-hours, million",1135.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329214,1034894,Latvia,Electricity - total thermal production,1993,"Kilowatt-hours, million",1049.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329215,1034895,Latvia,Electricity - total thermal production,1992,"Kilowatt-hours, million",1311.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329216,1034979,Lithuania,Electricity - total thermal production,2014,"Kilowatt-hours, million",2354.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329217,1034980,Lithuania,Electricity - total thermal production,2013,"Kilowatt-hours, million",2808.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329218,1034981,Lithuania,Electricity - total thermal production,2012,"Kilowatt-hours, million",3337.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329219,1034982,Lithuania,Electricity - total thermal production,2011,"Kilowatt-hours, million",3034.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329220,1034983,Lithuania,Electricity - total thermal production,2010,"Kilowatt-hours, million",3980.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329221,1034984,Lithuania,Electricity - total thermal production,2009,"Kilowatt-hours, million",2938.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329222,1034985,Lithuania,Electricity - total thermal production,2008,"Kilowatt-hours, million",2662.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329223,1034986,Lithuania,Electricity - total thermal production,2007,"Kilowatt-hours, million",2879.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329224,1034987,Lithuania,Electricity - total thermal production,2006,"Kilowatt-hours, million",3015.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329225,1034988,Lithuania,Electricity - total thermal production,2005,"Kilowatt-hours, million",3625.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329226,1034989,Lithuania,Electricity - total thermal production,2004,"Kilowatt-hours, million",3228.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329227,1034990,Lithuania,Electricity - total thermal production,2003,"Kilowatt-hours, million",3019.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329228,1034991,Lithuania,Electricity - total thermal production,2002,"Kilowatt-hours, million",2798.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329229,1034992,Lithuania,Electricity - total thermal production,2001,"Kilowatt-hours, million",2674.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329230,1034993,Lithuania,Electricity - total thermal production,2000,"Kilowatt-hours, million",2362.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329231,1034994,Lithuania,Electricity - total thermal production,1999,"Kilowatt-hours, million",2812.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329232,1034995,Lithuania,Electricity - total thermal production,1998,"Kilowatt-hours, million",3182.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329233,1034996,Lithuania,Electricity - total thermal production,1997,"Kilowatt-hours, million",2068.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329234,1034997,Lithuania,Electricity - total thermal production,1996,"Kilowatt-hours, million",1973.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329235,1034998,Lithuania,Electricity - total thermal production,1995,"Kilowatt-hours, million",1325.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329236,1034999,Lithuania,Electricity - total thermal production,1994,"Kilowatt-hours, million",1597.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329237,1035000,Lithuania,Electricity - total thermal production,1993,"Kilowatt-hours, million",1503.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329238,1035001,Lithuania,Electricity - total thermal production,1992,"Kilowatt-hours, million",3827.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329239,1035002,Luxembourg,Electricity - total thermal production,2014,"Kilowatt-hours, million",1623.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329240,1035003,Luxembourg,Electricity - total thermal production,2013,"Kilowatt-hours, million",1573.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329241,1035004,Luxembourg,Electricity - total thermal production,2012,"Kilowatt-hours, million",2543.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329242,1035005,Luxembourg,Electricity - total thermal production,2011,"Kilowatt-hours, million",2498.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329243,1035006,Luxembourg,Electricity - total thermal production,2010,"Kilowatt-hours, million",3046.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329244,1035007,Luxembourg,Electricity - total thermal production,2009,"Kilowatt-hours, million",2963.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329245,1035008,Luxembourg,Electricity - total thermal production,2008,"Kilowatt-hours, million",2513.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329246,1035009,Luxembourg,Electricity - total thermal production,2007,"Kilowatt-hours, million",2999.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329247,1035010,Luxembourg,Electricity - total thermal production,2006,"Kilowatt-hours, million",3339.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329248,1035011,Luxembourg,Electricity - total thermal production,2005,"Kilowatt-hours, million",3184.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329249,1035012,Luxembourg,Electricity - total thermal production,2004,"Kilowatt-hours, million",3230.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329250,1035013,Luxembourg,Electricity - total thermal production,2003,"Kilowatt-hours, million",2683.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329251,1035014,Luxembourg,Electricity - total thermal production,2002,"Kilowatt-hours, million",2685.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329252,1035015,Luxembourg,Electricity - total thermal production,2001,"Kilowatt-hours, million",725.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329253,1035016,Luxembourg,Electricity - total thermal production,2000,"Kilowatt-hours, million",271.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329254,1035017,Luxembourg,Electricity - total thermal production,1999,"Kilowatt-hours, million",257.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329255,1035018,Luxembourg,Electricity - total thermal production,1998,"Kilowatt-hours, million",240.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329256,1035019,Luxembourg,Electricity - total thermal production,1997,"Kilowatt-hours, million",320.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329257,1035020,Luxembourg,Electricity - total thermal production,1996,"Kilowatt-hours, million",380.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329258,1035021,Luxembourg,Electricity - total thermal production,1995,"Kilowatt-hours, million",399.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329259,1035022,Luxembourg,Electricity - total thermal production,1994,"Kilowatt-hours, million",491.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329260,1035023,Luxembourg,Electricity - total thermal production,1993,"Kilowatt-hours, million",604.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329261,1035024,Luxembourg,Electricity - total thermal production,1992,"Kilowatt-hours, million",590.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329262,1035025,Luxembourg,Electricity - total thermal production,1991,"Kilowatt-hours, million",617.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329263,1035026,Luxembourg,Electricity - total thermal production,1990,"Kilowatt-hours, million",554.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329264,1035152,Malta,Electricity - total thermal production,2014,"Kilowatt-hours, million",2177.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329265,1035153,Malta,Electricity - total thermal production,2013,"Kilowatt-hours, million",2222.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329266,1035154,Malta,Electricity - total thermal production,2012,"Kilowatt-hours, million",2277.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329267,1035155,Malta,Electricity - total thermal production,2011,"Kilowatt-hours, million",2174.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329268,1035156,Malta,Electricity - total thermal production,2010,"Kilowatt-hours, million",2115.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329269,1035157,Malta,Electricity - total thermal production,2009,"Kilowatt-hours, million",2168.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329270,1035158,Malta,Electricity - total thermal production,2008,"Kilowatt-hours, million",2312.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329271,1035159,Malta,Electricity - total thermal production,2007,"Kilowatt-hours, million",2296.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329272,1035160,Malta,Electricity - total thermal production,2006,"Kilowatt-hours, million",2261.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329273,1035161,Malta,Electricity - total thermal production,2005,"Kilowatt-hours, million",2240.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329274,1035162,Malta,Electricity - total thermal production,2004,"Kilowatt-hours, million",2216.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329275,1035163,Malta,Electricity - total thermal production,2003,"Kilowatt-hours, million",2236.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329276,1035164,Malta,Electricity - total thermal production,2002,"Kilowatt-hours, million",2052.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329277,1035165,Malta,Electricity - total thermal production,2001,"Kilowatt-hours, million",1943.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329278,1035166,Malta,Electricity - total thermal production,2000,"Kilowatt-hours, million",1917.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329279,1035167,Malta,Electricity - total thermal production,1999,"Kilowatt-hours, million",1854.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329280,1035168,Malta,Electricity - total thermal production,1998,"Kilowatt-hours, million",1721.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329281,1035169,Malta,Electricity - total thermal production,1997,"Kilowatt-hours, million",1685.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329282,1035170,Malta,Electricity - total thermal production,1996,"Kilowatt-hours, million",1657.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329283,1035171,Malta,Electricity - total thermal production,1995,"Kilowatt-hours, million",1632.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329284,1035172,Malta,Electricity - total thermal production,1994,"Kilowatt-hours, million",1542.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329285,1035173,Malta,Electricity - total thermal production,1993,"Kilowatt-hours, million",1500.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329286,1035174,Malta,Electricity - total thermal production,1992,"Kilowatt-hours, million",1464.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329287,1035175,Malta,Electricity - total thermal production,1991,"Kilowatt-hours, million",1440.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329288,1035176,Malta,Electricity - total thermal production,1990,"Kilowatt-hours, million",1279.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329289,1035579,Netherlands,Electricity - total thermal production,2014,"Kilowatt-hours, million",92488.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329290,1035580,Netherlands,Electricity - total thermal production,2013,"Kilowatt-hours, million",92494.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329291,1035581,Netherlands,Electricity - total thermal production,2012,"Kilowatt-hours, million",93925.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329292,1035582,Netherlands,Electricity - total thermal production,2011,"Kilowatt-hours, million",104412.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329293,1035583,Netherlands,Electricity - total thermal production,2010,"Kilowatt-hours, million",110992.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329294,1035584,Netherlands,Electricity - total thermal production,2009,"Kilowatt-hours, million",104589.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329295,1035585,Netherlands,Electricity - total thermal production,2008,"Kilowatt-hours, million",98834.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329296,1035586,Netherlands,Electricity - total thermal production,2007,"Kilowatt-hours, million",97208.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329297,1035587,Netherlands,Electricity - total thermal production,2006,"Kilowatt-hours, million",92340.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329298,1035588,Netherlands,Electricity - total thermal production,2005,"Kilowatt-hours, million",93472.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329299,1035589,Netherlands,Electricity - total thermal production,2004,"Kilowatt-hours, million",95189.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329300,1035590,Netherlands,Electricity - total thermal production,2003,"Kilowatt-hours, million",91161.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329301,1035591,Netherlands,Electricity - total thermal production,2002,"Kilowatt-hours, million",90765.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329302,1035592,Netherlands,Electricity - total thermal production,2001,"Kilowatt-hours, million",88491.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329303,1035593,Netherlands,Electricity - total thermal production,2000,"Kilowatt-hours, million",84479.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329304,1035594,Netherlands,Electricity - total thermal production,1999,"Kilowatt-hours, million",81970.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329305,1035595,Netherlands,Electricity - total thermal production,1998,"Kilowatt-hours, million",86333.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329306,1035596,Netherlands,Electricity - total thermal production,1997,"Kilowatt-hours, million",83309.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329307,1035597,Netherlands,Electricity - total thermal production,1996,"Kilowatt-hours, million",80508.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
329308,1035598,Netherlands,Electricity - total thermal production,1995,"Kilowatt-hours, million",76446.0,thermal_electricity,Electricity,total thermal production,Electricity_and_Heat
